layers,from,to,weight
l4ORP_l5PO,Act as access point for sanitation,Air bases,1
l4ORP_l5PO,Act as access point for sanitation,Airports (major),1
l4ORP_l5PO,Act as access point for sanitation,Airports (minor),1
l4ORP_l5PO,Act as access point for sanitation,Ambulance stations,1
l4ORP_l5PO,Act as access point for sanitation,Animal care,1
l4ORP_l5PO,Act as access point for sanitation,Apparel retail,1
l4ORP_l5PO,Act as access point for sanitation,Apparel services,1
l4ORP_l5PO,Act as access point for sanitation,Aquariums,1
l4ORP_l5PO,Act as access point for sanitation,Armed forces barracks,1
l4ORP_l5PO,Act as access point for sanitation,Armed forces headquarters,1
l4ORP_l5PO,Act as access point for sanitation,Assisted living,1
l4ORP_l5PO,Act as access point for sanitation,Attractions,1
l4ORP_l5PO,Act as access point for sanitation,Automotive retail,1
l4ORP_l5PO,Act as access point for sanitation,Bank headquarters,1
l4ORP_l5PO,Act as access point for sanitation,Banks,1
l4ORP_l5PO,Act as access point for sanitation,Bars and nightclubs,1
l4ORP_l5PO,Act as access point for sanitation,Beauty services,1
l4ORP_l5PO,Act as access point for sanitation,Blood banks,1
l4ORP_l5PO,Act as access point for sanitation,Botanical gardens,1
l4ORP_l5PO,Act as access point for sanitation,Broadband provider offices,1
l4ORP_l5PO,Act as access point for sanitation,Broadcasting,1
l4ORP_l5PO,Act as access point for sanitation,Bus stations,1
l4ORP_l5PO,Act as access point for sanitation,Business services,1
l4ORP_l5PO,Act as access point for sanitation,Cafes,1
l4ORP_l5PO,Act as access point for sanitation,Camping grounds,1
l4ORP_l5PO,Act as access point for sanitation,Career and employment support services,1
l4ORP_l5PO,Act as access point for sanitation,Casinos and gaming,1
l4ORP_l5PO,Act as access point for sanitation,Castles and fortifications,1
l4ORP_l5PO,Act as access point for sanitation,Charity organisations,1
l4ORP_l5PO,Act as access point for sanitation,Charity shops,1
l4ORP_l5PO,Act as access point for sanitation,Children's clubs,1
l4ORP_l5PO,Act as access point for sanitation,Cinemas,1
l4ORP_l5PO,Act as access point for sanitation,Citizens Advice Bureaus,1
l4ORP_l5PO,Act as access point for sanitation,Community centres,1
l4ORP_l5PO,Act as access point for sanitation,Computer and electronics shops,1
l4ORP_l5PO,Act as access point for sanitation,Conference and exhibition centres (animal racing),1
l4ORP_l5PO,Act as access point for sanitation,Conference and exhibition centres (general),1
l4ORP_l5PO,Act as access point for sanitation,Construction and engineering,1
l4ORP_l5PO,Act as access point for sanitation,Consumer finance,1
l4ORP_l5PO,Act as access point for sanitation,Council offices,1
l4ORP_l5PO,Act as access point for sanitation,Couriers,1
l4ORP_l5PO,Act as access point for sanitation,Courthouses,1
l4ORP_l5PO,Act as access point for sanitation,Coworking office spaces,1
l4ORP_l5PO,Act as access point for sanitation,Creative spaces,1
l4ORP_l5PO,Act as access point for sanitation,Day centres,1
l4ORP_l5PO,Act as access point for sanitation,Death-care services,1
l4ORP_l5PO,Act as access point for sanitation,Dental and orthodontal practices,1
l4ORP_l5PO,Act as access point for sanitation,Dining and catering services,1
l4ORP_l5PO,Act as access point for sanitation,Diplomatic buildings,1
l4ORP_l5PO,Act as access point for sanitation,Distribution centres,1
l4ORP_l5PO,Act as access point for sanitation,Driving schools,1
l4ORP_l5PO,Act as access point for sanitation,Eateries,1
l4ORP_l5PO,Act as access point for sanitation,Electricity provider offices,1
l4ORP_l5PO,Act as access point for sanitation,Environmental consulting and quantity surveying firms,1
l4ORP_l5PO,Act as access point for sanitation,Events management,1
l4ORP_l5PO,Act as access point for sanitation,Exterior building trades,1
l4ORP_l5PO,Act as access point for sanitation,Financial advisors,1
l4ORP_l5PO,Act as access point for sanitation,Fire stations,1
l4ORP_l5PO,Act as access point for sanitation,Food banks,1
l4ORP_l5PO,Act as access point for sanitation,Furnishing retail,1
l4ORP_l5PO,Act as access point for sanitation,Furnishing services,1
l4ORP_l5PO,Act as access point for sanitation,Gas provider offices,1
l4ORP_l5PO,Act as access point for sanitation,Healthcare (alternative),1
l4ORP_l5PO,Act as access point for sanitation,Healthcare (physiotherapy),1
l4ORP_l5PO,Act as access point for sanitation,Healthcare (specialist),1
l4ORP_l5PO,Act as access point for sanitation,Healthcare outpatient services,1
l4ORP_l5PO,Act as access point for sanitation,Higher education,1
l4ORP_l5PO,Act as access point for sanitation,Home and outdoor maintenance retail,1
l4ORP_l5PO,Act as access point for sanitation,Home and outdoor maintenance services,1
l4ORP_l5PO,Act as access point for sanitation,Homeless shelters,1
l4ORP_l5PO,Act as access point for sanitation,Hospitals (general),1
l4ORP_l5PO,Act as access point for sanitation,Hospitals (with A&E),1
l4ORP_l5PO,Act as access point for sanitation,Hotels,1
l4ORP_l5PO,Act as access point for sanitation,Insurance provider offices,1
l4ORP_l5PO,Act as access point for sanitation,Integrated waste facilities,1
l4ORP_l5PO,Act as access point for sanitation,Interior building trades,1
l4ORP_l5PO,Act as access point for sanitation,Internet cafes,1
l4ORP_l5PO,Act as access point for sanitation,IT software and services,1
l4ORP_l5PO,Act as access point for sanitation,Learned societies,1
l4ORP_l5PO,Act as access point for sanitation,Legal services,1
l4ORP_l5PO,Act as access point for sanitation,Libraries and archives,1
l4ORP_l5PO,Act as access point for sanitation,Lifeboat stations,1
l4ORP_l5PO,Act as access point for sanitation,Locksmiths and cobblers,1
l4ORP_l5PO,Act as access point for sanitation,Manufacturing (consumer discretionary),1
l4ORP_l5PO,Act as access point for sanitation,Manufacturing (consumer staples),1
l4ORP_l5PO,Act as access point for sanitation,Manufacturing (energy),1
l4ORP_l5PO,Act as access point for sanitation,Manufacturing (healthcare),1
l4ORP_l5PO,Act as access point for sanitation,Manufacturing (industrials),1
l4ORP_l5PO,Act as access point for sanitation,Manufacturing (IT hardware),1
l4ORP_l5PO,Act as access point for sanitation,Manufacturing (materials),1
l4ORP_l5PO,Act as access point for sanitation,"Marinas, boatyards, and ferry terminals",1
l4ORP_l5PO,Act as access point for sanitation,Medical laboratories,1
l4ORP_l5PO,Act as access point for sanitation,Medical practices,1
l4ORP_l5PO,Act as access point for sanitation,Mental health services,1
l4ORP_l5PO,Act as access point for sanitation,Multi-line retail,1
l4ORP_l5PO,Act as access point for sanitation,Museums and art galleries,1
l4ORP_l5PO,Act as access point for sanitation,Music and theatre venues,1
l4ORP_l5PO,Act as access point for sanitation,National government buildings,1
l4ORP_l5PO,Act as access point for sanitation,Nurseries,1
l4ORP_l5PO,Act as access point for sanitation,Observatories,1
l4ORP_l5PO,Act as access point for sanitation,Offices (other),1
l4ORP_l5PO,Act as access point for sanitation,Off-licenses,1
l4ORP_l5PO,Act as access point for sanitation,Opticians and ophthalmologists,1
l4ORP_l5PO,Act as access point for sanitation,Other discretionary goods retail,1
l4ORP_l5PO,Act as access point for sanitation,Other discretionary services,1
l4ORP_l5PO,Act as access point for sanitation,Other staple goods retail,1
l4ORP_l5PO,Act as access point for sanitation,Parliamentary buildings,1
l4ORP_l5PO,Act as access point for sanitation,Pharmacies,1
l4ORP_l5PO,Act as access point for sanitation,Police stations,1
l4ORP_l5PO,Act as access point for sanitation,Political offices,1
l4ORP_l5PO,Act as access point for sanitation,Post offices,1
l4ORP_l5PO,Act as access point for sanitation,Power stations,1
l4ORP_l5PO,Act as access point for sanitation,Prison and jails,1
l4ORP_l5PO,Act as access point for sanitation,Public drinking water points,1
l4ORP_l5PO,Act as access point for sanitation,Publishing offices,1
l4ORP_l5PO,Act as access point for sanitation,Real estate management offices,1
l4ORP_l5PO,Act as access point for sanitation,Recycling centres,1
l4ORP_l5PO,Act as access point for sanitation,Registrar offices,1
l4ORP_l5PO,Act as access point for sanitation,Religious buildings,1
l4ORP_l5PO,Act as access point for sanitation,Removal services,1
l4ORP_l5PO,Act as access point for sanitation,Research and consulting services,1
l4ORP_l5PO,Act as access point for sanitation,Residential properties,1
l4ORP_l5PO,Act as access point for sanitation,Retail headquarters,1
l4ORP_l5PO,Act as access point for sanitation,Schools,1
l4ORP_l5PO,Act as access point for sanitation,Security services,1
l4ORP_l5PO,Act as access point for sanitation,Shopping centres,1
l4ORP_l5PO,Act as access point for sanitation,Smaller food markets,1
l4ORP_l5PO,Act as access point for sanitation,Social work offices,1
l4ORP_l5PO,Act as access point for sanitation,Sports clubhouses,1
l4ORP_l5PO,Act as access point for sanitation,Sports facilities (indoor),1
l4ORP_l5PO,Act as access point for sanitation,"Sports facilities (outdoor, impermeable, with club)",1
l4ORP_l5PO,Act as access point for sanitation,"Sports facilities (outdoor, permeable, with club)",1
l4ORP_l5PO,Act as access point for sanitation,Stables,1
l4ORP_l5PO,Act as access point for sanitation,Subway stations,1
l4ORP_l5PO,Act as access point for sanitation,Supermarkets,1
l4ORP_l5PO,Act as access point for sanitation,Takeaways and fast food,1
l4ORP_l5PO,Act as access point for sanitation,Tourism offices,1
l4ORP_l5PO,Act as access point for sanitation,Train stations (major),1
l4ORP_l5PO,Act as access point for sanitation,Train stations (minor),1
l4ORP_l5PO,Act as access point for sanitation,Training centres,1
l4ORP_l5PO,Act as access point for sanitation,Trains,1
l4ORP_l5PO,Act as access point for sanitation,Transport providers and control centres,1
l4ORP_l5PO,Act as access point for sanitation,Travel agencies,1
l4ORP_l5PO,Act as access point for sanitation,Traveller sites,1
l4ORP_l5PO,Act as access point for sanitation,Union offices,1
l4ORP_l5PO,Act as access point for sanitation,Utility trades,1
l4ORP_l5PO,Act as access point for sanitation,Vehicle depots,1
l4ORP_l5PO,Act as access point for sanitation,Vehicle impounds,1
l4ORP_l5PO,Act as access point for sanitation,Vehicle maintenance services,1
l4ORP_l5PO,Act as access point for sanitation,Vehicle rental services,1
l4ORP_l5PO,Act as access point for sanitation,Veterinary practices,1
l4ORP_l5PO,Act as access point for sanitation,Waste collection service offices,1
l4ORP_l5PO,Act as access point for sanitation,Waste sorting centres,1
l4ORP_l5PO,Act as access point for sanitation,Wastewater treatment works,1
l4ORP_l5PO,Act as access point for sanitation,Water treatment works,1
l4ORP_l5PO,Act as access point for sanitation,Wholesale retail,1
l4ORP_l5PO,Act as access point for sanitation,Zoos,1
l4ORP_l5PO,Act as access point for telecommunication,Accountancy firms,1
l4ORP_l5PO,Act as access point for telecommunication,Advertising,1
l4ORP_l5PO,Act as access point for telecommunication,Agriculture and aquaculture,1
l4ORP_l5PO,Act as access point for telecommunication,Air bases,1
l4ORP_l5PO,Act as access point for telecommunication,Airports (major),1
l4ORP_l5PO,Act as access point for telecommunication,Airports (minor),1
l4ORP_l5PO,Act as access point for telecommunication,Ambulance stations,1
l4ORP_l5PO,Act as access point for telecommunication,Animal care,1
l4ORP_l5PO,Act as access point for telecommunication,Animal shelters,1
l4ORP_l5PO,Act as access point for telecommunication,Apparel retail,1
l4ORP_l5PO,Act as access point for telecommunication,Apparel services,1
l4ORP_l5PO,Act as access point for telecommunication,Armed forces barracks,1
l4ORP_l5PO,Act as access point for telecommunication,Armed forces headquarters,1
l4ORP_l5PO,Act as access point for telecommunication,Assisted living,1
l4ORP_l5PO,Act as access point for telecommunication,ATMs,1
l4ORP_l5PO,Act as access point for telecommunication,Attractions,1
l4ORP_l5PO,Act as access point for telecommunication,Automotive retail,1
l4ORP_l5PO,Act as access point for telecommunication,Bank headquarters,1
l4ORP_l5PO,Act as access point for telecommunication,Banks,1
l4ORP_l5PO,Act as access point for telecommunication,Bars and nightclubs,1
l4ORP_l5PO,Act as access point for telecommunication,Beauty services,1
l4ORP_l5PO,Act as access point for telecommunication,Blood banks,1
l4ORP_l5PO,Act as access point for telecommunication,Botanical gardens,1
l4ORP_l5PO,Act as access point for telecommunication,Broadband provider offices,1
l4ORP_l5PO,Act as access point for telecommunication,Broadcasting,1
l4ORP_l5PO,Act as access point for telecommunication,Bus stations,1
l4ORP_l5PO,Act as access point for telecommunication,Buses and trams,1
l4ORP_l5PO,Act as access point for telecommunication,Business services,1
l4ORP_l5PO,Act as access point for telecommunication,Cafes,1
l4ORP_l5PO,Act as access point for telecommunication,Camping grounds,1
l4ORP_l5PO,Act as access point for telecommunication,Career and employment support services,1
l4ORP_l5PO,Act as access point for telecommunication,Casinos and gaming,1
l4ORP_l5PO,Act as access point for telecommunication,Castles and fortifications,1
l4ORP_l5PO,Act as access point for telecommunication,Charity organisations,1
l4ORP_l5PO,Act as access point for telecommunication,Charity shops,1
l4ORP_l5PO,Act as access point for telecommunication,Children's clubs,1
l4ORP_l5PO,Act as access point for telecommunication,Cinemas,1
l4ORP_l5PO,Act as access point for telecommunication,Citizens Advice Bureaus,1
l4ORP_l5PO,Act as access point for telecommunication,Community centres,1
l4ORP_l5PO,Act as access point for telecommunication,Computer and electronics shops,1
l4ORP_l5PO,Act as access point for telecommunication,Conference and exhibition centres (animal racing),1
l4ORP_l5PO,Act as access point for telecommunication,Conference and exhibition centres (general),1
l4ORP_l5PO,Act as access point for telecommunication,Construction and engineering,1
l4ORP_l5PO,Act as access point for telecommunication,Consumer finance,1
l4ORP_l5PO,Act as access point for telecommunication,Council offices,1
l4ORP_l5PO,Act as access point for telecommunication,Couriers,1
